,t (s),w (m)
0,40.0,0.0011100917431192
1,50.0,0.0011651376146788
2,60.0,0.0012201834862385
3,70.0,0.0012614678899082
4,80.0,0.0012844036697247
5,90.0,0.0013119266055045
6,100.0,0.0013348623853211
7,110.0,0.0013623853211009
8,120.0,0.0013761467889908
9,130.0,0.0013899082568807
10,140.0,0.0014082568807339
11,150.0,0.0014174311926605
12,160.0,0.0014357798165137
13,170.0,0.0014495412844036
14,180.0,0.0014678899082568
15,190.0,0.0014816513761467
16,200.0,0.0015
17,210.0,0.0015
18,220.0,0.0015091743119266
19,230.0,0.0015137614678899
20,240.0,0.0015229357798165
21,250.0,0.0015275229357798
22,260.0,0.0015366972477064
23,270.0,0.0015366972477064
24,280.0,0.001545871559633
25,290.0,0.0015504587155963
26,300.0,0.0015596330275229
27,310.0,0.0015642201834862
28,320.0,0.0015733944954128
29,330.0,0.0015733944954128
30,340.0,0.0015825688073394
31,350.0,0.0015871559633027
32,360.0,0.0015963302752293
33,370.0,0.0016055045871559
34,380.0,0.0016100917431192
35,390.0,0.0016146788990825
