,t (s),w (m)
0,40.0,0.0017523364485981
1,50.0,0.001822429906542
2,60.0,0.0018878504672897
3,70.0,0.0019439252336448
4,80.0,0.0019906542056074
5,90.0,0.00203738317757
6,100.0,0.0020841121495327
