,t (s),w (m)
0,30.0,0.0013275862068965
1,40.0,0.0014080459770114
2,50.0,0.001471264367816
3,60.0,0.0015229885057471
4,70.0,0.0015632183908045
5,80.0,0.001603448275862
6,90.0,0.0016321839080459
7,100.0,0.0016666666666666
8,110.0,0.0016896551724137
9,120.0,0.0017126436781609
10,130.0,0.0017298850574712
11,140.0,0.0017528735632183
12,150.0,0.0017701149425287
13,160.0,0.0017931034482758
14,170.0,0.0018103448275862
15,180.0,0.0018333333333333
16,190.0,0.0018505747126436
17,200.0,0.0018620689655172
18,210.0,0.0018735632183908
19,220.0,0.0018908045977011
20,230.0,0.0019022988505747
21,240.0,0.0019137931034482
22,250.0,0.0019310344827586
23,260.0,0.0019425287356321
24,270.0,0.0019597701149425
25,280.0,0.0019597701149425
26,290.0,0.001971264367816
27,300.0,0.0019770114942528
28,310.0,0.0019885057471264
29,320.0,0.0019942528735632
30,330.0,0.002
31,340.0,0.0020114942528735
32,350.0,0.0020172413793103
33,360.0,0.0020229885057471
34,370.0,0.0020344827586206
35,380.0,0.0020402298850574
36,390.0,0.002051724137931
37,400.0,0.002051724137931
38,410.0,0.0020632183908045
39,420.0,0.0020689655172413
40,430.0,0.0020747126436781
41,440.0,0.0020747126436781
42,450.0,0.0020804597701149
43,460.0,0.0020862068965517
44,470.0,0.0020919540229885
45,480.0,0.0020919540229885
46,490.0,0.0020977011494252
47,500.0,0.002103448275862
48,510.0,0.002103448275862
49,520.0,0.0021091954022988
50,530.0,0.0021149425287356
51,540.0,0.0021149425287356
52,550.0,0.0021206896551724
