,t (s),w (m)
135,120.0,0.0021235294117647
136,120.0,0.0021176470588235
137,130.0,0.0022235294117647
138,130.0,0.0022176470588235
139,130.0,0.0022117647058823
140,130.0,0.0022058823529411
141,130.0,0.0022
142,130.0,0.0021941176470588
143,130.0,0.0021882352941176
144,130.0,0.0021823529411764
145,130.0,0.0021764705882352
146,140.0,0.0022470588235294
147,140.0,0.0022411764705882
148,140.0,0.002235294117647
149,140.0,0.0022294117647058
150,140.0,0.0022235294117647
151,150.0,0.0022764705882352
152,150.0,0.0022705882352941
153,150.0,0.0022647058823529
154,150.0,0.0022588235294117
155,150.0,0.0022529411764705
156,150.0,0.0022470588235294
157,160.0,0.0023058823529411
158,160.0,0.0023
159,160.0,0.0022941176470588
160,160.0,0.0022882352941176
161,160.0,0.0022823529411764
162,170.0,0.0023294117647058
163,170.0,0.0023235294117647
164,170.0,0.0023176470588235
165,170.0,0.0023117647058823
166,170.0,0.0023058823529411
167,180.0,0.0023588235294117
168,180.0,0.0023529411764705
169,180.0,0.0023470588235294
170,180.0,0.0023411764705882
171,180.0,0.002335294117647
172,180.0,0.0023294117647058
173,190.0,0.0023882352941176
174,190.0,0.0023823529411764
175,190.0,0.0023764705882352
176,190.0,0.0023705882352941
177,190.0,0.0023647058823529
178,200.0,0.0024176470588235
179,200.0,0.0024117647058823
180,200.0,0.0024058823529411
181,200.0,0.0024
182,200.0,0.0023941176470588
183,200.0,0.0023882352941176
184,210.0,0.0024411764705882
185,210.0,0.002435294117647
186,210.0,0.0024294117647058
187,210.0,0.0024235294117647
188,210.0,0.0024176470588235
189,220.0,0.0024647058823529
190,220.0,0.0024588235294117
191,220.0,0.0024529411764705
192,220.0,0.0024470588235294
193,230.0,0.0024882352941176
194,230.0,0.0024823529411764
195,230.0,0.0024764705882352
196,230.0,0.0024705882352941
197,230.0,0.0024647058823529
198,240.0,0.0025117647058823
199,240.0,0.0025058823529411
200,240.0,0.0025
201,240.0,0.0024941176470588
202,250.0,0.002535294117647
203,250.0,0.0025294117647058
204,250.0,0.0025235294117647
205,250.0,0.0025176470588235
206,250.0,0.0025117647058823
207,260.0,0.0025588235294117
208,260.0,0.0025529411764705
209,260.0,0.0025470588235294
210,260.0,0.0025411764705882
211,270.0,0.0025823529411764
212,270.0,0.0025764705882352
213,270.0,0.0025705882352941
214,270.0,0.0025647058823529
215,270.0,0.0025588235294117
216,280.0,0.0026117647058823
217,280.0,0.0026058823529411
218,280.0,0.0026
219,280.0,0.0025941176470588
220,280.0,0.0025882352941176
221,290.0,0.0026294117647058
222,290.0,0.0026235294117647
223,290.0,0.0026176470588235
224,290.0,0.0026117647058823
225,300.0,0.0026294117647058
